Date,SpeciesID,Treatment_temp,Treatment_water,red_class,green_class,blue_class,red,green,blue,col_hex,col_freq,col_total,col_share
2021-09-02,PIPO44,Ambient,Drought,65-96,97-128,65-96,83,112,79,#53704f,329554,1609119,20.5
2021-09-02,PIPO29,Ambient+HW,Drought,65-96,97-128,33-64,82,111,49,#526f31,211164,1353223,15.6
2021-09-02,PIPO49,Ambient,Drought,97-128,129-160,65-96,114,142,81,#728e51,181351,1272760,14.2
2021-09-02,PIPO44,Ambient,Drought,33-64,65-96,33-64,51,80,47,#33502f,226247,1609119,14.1
2021-09-02,PIPO34,Ambient+HW,Drought,97-128,129-160,65-96,114,142,81,#728e51,285335,2046590,13.9
2021-09-02,PIPO14,Ambient,Drought,97-128,129-160,97-128,116,144,110,#74906e,205746,1488391,13.8
2021-09-02,PIPO49,Ambient,Drought,65-96,97-128,65-96,85,112,77,#55704d,175813,1272760,13.8
2021-09-02,PIPO42,Ambient+HW,Drought,97-128,129-160,65-96,115,143,80,#738f50,185685,1359369,13.7
2021-09-02,PIPO34,Ambient+HW,Drought,65-96,97-128,33-64,81,110,50,#516e32,276029,2046590,13.5
2021-09-02,PIPO29,Ambient+HW,Drought,97-128,129-160,65-96,114,143,81,#728f51,177698,1353223,13.1
2021-09-02,PIPO39,Ambient,Drought,97-128,129-160,65-96,112,143,82,#708f52,189911,1478812,12.8
2021-09-02,PIPO49,Ambient,Drought,65-96,97-128,33-64,82,110,50,#526e32,157465,1272760,12.4
2021-09-02,PIPO39,Ambient,Drought,65-96,97-128,33-64,80,112,50,#507032,180260,1478812,12.2
2021-09-02,PIPO10,Ambient+HW,Drought,65-96,97-128,33-64,82,111,49,#526f31,175104,1450705,12.1
2021-09-02,PIPO49,Ambient,Drought,97-128,129-160,97-128,117,144,110,#75906e,153397,1272760,12.1
2021-09-02,PIPO34,Ambient+HW,Drought,97-128,129-160,97-128,118,143,109,#768f6d,244696,2046590,12
2021-09-02,PIPO23,Ambient+HW,Drought,97-128,129-160,97-128,117,144,110,#75906e,228911,1961207,11.7
2021-09-02,PIPO23,Ambient+HW,Drought,97-128,129-160,65-96,113,143,81,#718f51,219867,1961207,11.2
