Date,SpeciesID,Treatment_temp,Treatment_water,red_class,green_class,blue_class,red,green,blue,col_hex,col_freq,col_total,col_share
2021-09-09,PIPO49,Ambient,Drought,97-128,97-128,65-96,112,113,80,#707150,300081,1509018,19.9
2021-09-09,PIPO39,Ambient,Drought,97-128,97-128,65-96,112,113,80,#707150,230220,1494758,15.4
2021-09-09,PIPO34,Ambient+HW,Drought,97-128,97-128,65-96,112,113,80,#707150,276355,1819602,15.2
2021-09-09,PIPO44,Ambient,Drought,97-128,97-128,65-96,112,113,81,#707151,210744,1415858,14.9
2021-09-09,PIPO14,Ambient,Drought,129-160,129-160,97-128,143,146,112,#8f9270,162844,1124665,14.5
2021-09-09,PIPO10,Ambient+HW,Drought,65-96,65-96,33-64,81,81,48,#515130,243521,1742060,14
2021-09-09,PIPO29,Ambient+HW,Drought,65-96,97-128,33-64,84,110,47,#546e2f,208815,1502551,13.9
2021-09-09,PIPO45,Ambient,Drought,97-128,97-128,65-96,112,113,80,#707150,158663,1144052,13.9
2021-09-09,PIPO14,Ambient,Drought,97-128,97-128,65-96,112,113,80,#707150,154311,1124665,13.7
2021-09-09,PIPO45,Ambient,Drought,129-160,129-160,97-128,144,145,112,#909170,155477,1144052,13.6
2021-09-09,PIPO39,Ambient,Drought,129-160,129-160,97-128,144,145,112,#909170,196821,1494758,13.2
2021-09-09,PIPO10,Ambient+HW,Drought,97-128,97-128,65-96,112,113,80,#707150,227607,1742060,13.1
2021-09-09,PIPO44,Ambient,Drought,65-96,65-96,33-64,80,81,49,#505131,186059,1415858,13.1
2021-09-09,PIPO23,Ambient+HW,Drought,97-128,97-128,65-96,112,113,80,#707150,204367,1621841,12.6
2021-09-09,PIPO49,Ambient,Drought,65-96,97-128,33-64,83,109,50,#536d32,190256,1509018,12.6
2021-09-09,PIPO34,Ambient+HW,Drought,65-96,65-96,33-64,80,81,48,#505130,212655,1819602,11.7
2021-09-09,PIPO42,Ambient+HW,Drought,129-160,129-160,97-128,145,145,111,#91916f,163042,1410428,11.6
2021-09-09,PIPO10,Ambient+HW,Drought,65-96,97-128,33-64,84,110,47,#546e2f,199619,1742060,11.5
2021-09-09,PIPO49,Ambient,Drought,97-128,129-160,65-96,116,140,81,#748c51,167427,1509018,11.1
2021-09-09,PIPO23,Ambient+HW,Drought,97-128,129-160,65-96,115,141,81,#738d51,176692,1621841,10.9
2021-09-09,PIPO39,Ambient,Drought,97-128,129-160,65-96,115,141,81,#738d51,163402,1494758,10.9
2021-09-09,PIPO34,Ambient+HW,Drought,129-160,129-160,97-128,144,145,112,#909170,195432,1819602,10.7
2021-09-09,PIPO23,Ambient+HW,Drought,129-160,129-160,97-128,143,145,112,#8f9170,171351,1621841,10.6
2021-09-09,PIPO29,Ambient+HW,Drought,65-96,65-96,33-64,81,81,47,#51512f,158700,1502551,10.6
2021-09-09,PIPO29,Ambient+HW,Drought,97-128,129-160,65-96,117,142,79,#758e4f,159984,1502551,10.6
2021-09-09,PIPO10,Ambient+HW,Drought,129-160,129-160,97-128,143,146,112,#8f9270,181709,1742060,10.4
2021-09-09,PIPO23,Ambient+HW,Drought,65-96,65-96,33-64,80,81,48,#505130,162345,1621841,10
2021-09-09,PIPO29,Ambient+HW,Drought,97-128,97-128,65-96,113,113,80,#717150,148170,1502551,9.9
2021-09-09,PIPO39,Ambient,Drought,65-96,97-128,33-64,83,110,49,#536e31,147767,1494758,9.9
2021-09-09,PIPO39,Ambient,Drought,65-96,65-96,33-64,80,82,48,#505230,144705,1494758,9.7
2021-09-09,PIPO42,Ambient+HW,Drought,97-128,129-160,65-96,118,141,79,#768d4f,132055,1410428,9.4
2021-09-09,PIPO44,Ambient,Drought,33-64,65-96,33-64,55,78,45,#374e2d,132509,1415858,9.4
