doc_id,type,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,PART,PRON,PROPN,PUNCT,SCONJ,VERB
text1016,sci-fi,0.06413301662707839,0.09026128266033254,0.03800475059382423,0.052256532066508314,0.030878859857482184,0.12826603325415678,0,0.15676959619952494,0.030878859857482184,0.05938242280285035,0.07838479809976247,0.10451306413301663,0.014251781472684086,0.1377672209026128
text1017,sci-fi,0.11587982832618025,0.0815450643776824,0.05150214592274678,0.030042918454935622,0.034334763948497854,0.0944206008583691,0,0.13733905579399142,0.03862660944206009,0.07296137339055794,0.06437768240343347,0.12446351931330472,0.008583690987124463,0.11587982832618025
text1018,sci-fi,0.09881422924901186,0.06324110671936758,0.05533596837944664,0.07114624505928854,0.02766798418972332,0.11462450592885376,0.003952569169960474,0.15019762845849802,0.023715415019762844,0.04743083003952569,0.05533596837944664,0.11462450592885376,0.043478260869565216,0.1067193675889328
text1019,sci-fi,0.05466237942122187,0.09003215434083602,0.05466237942122187,0.03536977491961415,0.03215434083601286,0.13183279742765272,0.003215434083601286,0.17363344051446947,0.03536977491961415,0.05144694533762058,0.06430868167202572,0.10289389067524116,0.028938906752411574,0.12218649517684887
text102,sci-fi,0.08045977011494253,0.09195402298850575,0.05747126436781609,0.034482758620689655,0,0.10344827586206896,0,0.16091954022988506,0.034482758620689655,0.05747126436781609,0.09195402298850575,0.09195402298850575,0.034482758620689655,0.13793103448275862
text1020,sci-fi,0.136986301369863,0.1643835616438356,0.0410958904109589,0.0136986301369863,0.0273972602739726,0.1643835616438356,0,0.2191780821917808,0.0136986301369863,0,0.0684931506849315,0.0821917808219178,0.0136986301369863,0.0410958904109589
text1021,sci-fi,0.09774436090225563,0.06015037593984962,0.06015037593984962,0.022556390977443608,0.022556390977443608,0.11278195488721804,0.007518796992481203,0.12030075187969924,0.03007518796992481,0.09774436090225563,0.015037593984962405,0.15037593984962405,0.007518796992481203,0.17293233082706766
text1022,sci-fi,0.07272727272727272,0.09545454545454546,0.05454545454545454,0.04090909090909091,0.022727272727272728,0.11363636363636363,0,0.13636363636363635,0.05,0.06818181818181818,0.06363636363636363,0.09545454545454546,0.02727272727272727,0.15
text1023,sci-fi,0.07766990291262135,0.0970873786407767,0.02912621359223301,0.03398058252427184,0.038834951456310676,0.16990291262135923,0,0.1796116504854369,0.014563106796116505,0.05825242718446602,0.04854368932038835,0.11650485436893204,0.0048543689320388345,0.13106796116504854
text1024,sci-fi,0.09461966604823747,0.07421150278293136,0.04267161410018553,0.05194805194805195,0.04452690166975881,0.08163265306122448,0.0018552875695732839,0.15584415584415584,0.03153988868274583,0.08534322820037106,0.025974025974025976,0.14471243042671614,0.016697588126159554,0.12244897959183673
text1025,sci-fi,0.07692307692307693,0.08461538461538462,0.015384615384615385,0.015384615384615385,0.038461538461538464,0.11538461538461539,0,0.2230769230769231,0.05384615384615385,0.05384615384615385,0.046153846153846156,0.12307692307692308,0.007692307692307693,0.14615384615384616
text1026,sci-fi,0.08374384236453201,0.10344827586206896,0.019704433497536946,0.029556650246305417,0.024630541871921183,0.12315270935960591,0,0.21674876847290642,0.029556650246305417,0.029556650246305417,0.07881773399014778,0.12315270935960591,0.009852216748768473,0.11330049261083744
text1027,sci-fi,0.07526881720430108,0.11827956989247312,0.016129032258064516,0.026881720430107527,0.026881720430107527,0.17204301075268819,0,0.20430107526881722,0.016129032258064516,0.016129032258064516,0.0913978494623656,0.10215053763440861,0.016129032258064516,0.11290322580645161
text1028,sci-fi,0.07692307692307693,0.08391608391608392,0.027972027972027972,0.06993006993006994,0.027972027972027972,0.15384615384615385,0,0.17482517482517482,0.027972027972027972,0.07692307692307693,0.027972027972027972,0.1048951048951049,0.013986013986013986,0.11888111888111888
text1029,sci-fi,0.04938271604938271,0.08641975308641975,0.08024691358024691,0.06172839506172839,0.018518518518518517,0.08024691358024691,0.012345679012345678,0.12345679012345678,0.037037037037037035,0.06172839506172839,0.05555555555555555,0.1419753086419753,0.024691358024691357,0.15432098765432098
text103,sci-fi,0.11013215859030837,0.13215859030837004,0.039647577092511016,0.05726872246696035,0.030837004405286344,0.11894273127753303,0,0.1762114537444934,0.01762114537444934,0.048458149779735685,0.039647577092511016,0.11013215859030837,0.00881057268722467,0.1013215859030837
text1030,sci-fi,0.07581227436823104,0.09025270758122744,0.05776173285198556,0.04693140794223827,0.04332129963898917,0.10469314079422383,0,0.1263537906137184,0.04693140794223827,0.09025270758122744,0.02888086642599278,0.10469314079422383,0.018050541516245487,0.1407942238267148
text1031,sci-fi,0.0475,0.0525,0.0325,0.035,0.0375,0.0975,0.0025,0.1425,0.03,0.0775,0.155,0.1375,0.015,0.095
text1032,sci-fi,0.08196721311475409,0.07377049180327869,0.08196721311475409,0.03278688524590164,0.040983606557377046,0.12295081967213115,0,0.1557377049180328,0.00819672131147541,0.06557377049180328,0.02459016393442623,0.13934426229508196,0.00819672131147541,0.13114754098360656
text1033,sci-fi,0.04189944134078212,0.09497206703910614,0.05027932960893855,0.08100558659217877,0.0223463687150838,0.11452513966480447,0,0.12569832402234637,0.04748603351955307,0.0893854748603352,0.0446927374301676,0.10614525139664804,0.027932960893854747,0.12849162011173185
text1034,sci-fi,0.07911392405063292,0.0759493670886076,0.04113924050632911,0.04113924050632911,0.0379746835443038,0.10443037974683544,0.0031645569620253164,0.18037974683544303,0.028481012658227847,0.04430379746835443,0.06329113924050633,0.1550632911392405,0.012658227848101266,0.12025316455696203
text1035,sci-fi,0.10344827586206896,0.0896551724137931,0.027586206896551724,0.08275862068965517,0.034482758620689655,0.1103448275862069,0,0.2,0.034482758620689655,0.006896551724137931,0.06896551724137931,0.08275862068965517,0.013793103448275862,0.13793103448275862
text1036,sci-fi,0.05434782608695652,0.07065217391304347,0.059782608695652176,0.059782608695652176,0.03260869565217391,0.10869565217391304,0.005434782608695652,0.14673913043478262,0.016304347826086956,0.04891304347826087,0.11956521739130435,0.15217391304347827,0.005434782608695652,0.09782608695652174
text1037,sci-fi,0.05352112676056338,0.0676056338028169,0.022535211267605635,0.059154929577464786,0.04788732394366197,0.10985915492957747,0,0.17746478873239438,0.030985915492957747,0.061971830985915494,0.05352112676056338,0.15211267605633802,0.022535211267605635,0.10985915492957747
text1038,sci-fi,0.0823045267489712,0.0823045267489712,0.0205761316872428,0.03292181069958848,0.053497942386831275,0.12757201646090535,0,0.1522633744855967,0.053497942386831275,0.0411522633744856,0.09053497942386832,0.11522633744855967,0.00823045267489712,0.13991769547325103
text1039,sci-fi,0.08433734939759036,0.09036144578313253,0.04216867469879518,0.04216867469879518,0.018072289156626505,0.16265060240963855,0,0.1746987951807229,0.030120481927710843,0.024096385542168676,0.09036144578313253,0.10843373493975904,0.012048192771084338,0.1144578313253012
text104,sci-fi,0.08943089430894309,0.06504065040650407,0.04878048780487805,0.04878048780487805,0.016260162601626018,0.11382113821138211,0,0.11382113821138211,0.04065040650406504,0.14634146341463414,0,0.11382113821138211,0.024390243902439025,0.17073170731707318
text1040,sci-fi,0.047619047619047616,0.07482993197278912,0.027210884353741496,0.047619047619047616,0.04081632653061224,0.14965986394557823,0,0.1836734693877551,0.047619047619047616,0.061224489795918366,0.047619047619047616,0.10884353741496598,0.006802721088435374,0.14965986394557823
text1041,sci-fi,0.07262569832402235,0.10614525139664804,0.03910614525139665,0.0335195530726257,0.0335195530726257,0.1005586592178771,0,0.16759776536312848,0.0335195530726257,0.061452513966480445,0.0893854748603352,0.10614525139664804,0.0111731843575419,0.10614525139664804
text1042,sci-fi,0,0.1,0.05,0.05,0,0.1,0,0.075,0.05,0.125,0.075,0.125,0.025,0.225
text1043,sci-fi,0.08454810495626822,0.09037900874635568,0.061224489795918366,0.01749271137026239,0.043731778425655975,0.11661807580174927,0,0.19825072886297376,0.023323615160349854,0.029154518950437316,0.061224489795918366,0.11370262390670553,0.01749271137026239,0.1282798833819242
text1044,sci-fi,0.10317460317460317,0.06349206349206349,0.051587301587301584,0.03968253968253968,0.03571428571428571,0.09523809523809523,0,0.14285714285714285,0.03571428571428571,0.051587301587301584,0.0992063492063492,0.11904761904761904,0.01984126984126984,0.12301587301587301
text1045,sci-fi,0.06289308176100629,0.08176100628930817,0.03773584905660377,0.06289308176100629,0.031446540880503145,0.1069182389937107,0,0.1509433962264151,0.031446540880503145,0.06289308176100629,0.0880503144654088,0.11320754716981132,0,0.15723270440251572
text1046,sci-fi,0.04938271604938271,0.11728395061728394,0.04938271604938271,0.043209876543209874,0.043209876543209874,0.09876543209876543,0,0.12962962962962962,0.043209876543209874,0.08641975308641975,0.09876543209876543,0.08024691358024691,0.006172839506172839,0.13580246913580246
text1047,sci-fi,0.04225352112676056,0.08450704225352113,0.04929577464788732,0.035211267605633804,0.056338028169014086,0.11267605633802817,0,0.176056338028169,0.04225352112676056,0.08450704225352113,0.028169014084507043,0.1056338028169014,0.028169014084507043,0.15492957746478872
text1048,sci-fi,0.05357142857142857,0.09821428571428571,0.044642857142857144,0.044642857142857144,0.03571428571428571,0.11607142857142858,0,0.1875,0.05357142857142857,0.017857142857142856,0.13392857142857142,0.13392857142857142,0.008928571428571428,0.07142857142857142
text1049,sci-fi,0.06,0.115,0.015,0.02,0.035,0.155,0,0.21,0.05,0.04,0.075,0.1,0,0.115
text105,sci-fi,0.06565656565656566,0.08080808080808081,0.05555555555555555,0.03535353535353535,0.05555555555555555,0.11616161616161616,0,0.18181818181818182,0.04040404040404041,0.06565656565656566,0.05555555555555555,0.11616161616161616,0,0.12626262626262627
text1050,sci-fi,0.07468879668049792,0.08298755186721991,0.04979253112033195,0.03734439834024896,0.024896265560165973,0.12863070539419086,0,0.17012448132780084,0.05394190871369295,0.07053941908713693,0.04564315352697095,0.08713692946058091,0.02074688796680498,0.14937759336099585
text1051,sci-fi,0.05172413793103448,0.09770114942528736,0.05747126436781609,0.06896551724137931,0.04597701149425287,0.12643678160919541,0,0.1781609195402299,0.028735632183908046,0.05172413793103448,0.04597701149425287,0.09770114942528736,0.017241379310344827,0.12643678160919541
text1052,sci-fi,0.06741573033707865,0.07865168539325842,0.033707865168539325,0.04868913857677903,0.03745318352059925,0.13857677902621723,0,0.1947565543071161,0.033707865168539325,0.06367041198501873,0.04119850187265917,0.11610486891385768,0.00749063670411985,0.1348314606741573
text1053,sci-fi,0.06611570247933884,0.09090909090909091,0.03305785123966942,0.03305785123966942,0.049586776859504134,0.14049586776859505,0,0.1487603305785124,0.049586776859504134,0.0743801652892562,0.03305785123966942,0.1487603305785124,0.024793388429752067,0.10743801652892562
text1054,sci-fi,0.07692307692307693,0.0989010989010989,0.01098901098901099,0.02197802197802198,0.04395604395604396,0.15384615384615385,0,0.21978021978021978,0.04395604395604396,0.01098901098901099,0.03296703296703297,0.12087912087912088,0,0.16483516483516483
text1055,sci-fi,0.10204081632653061,0.20408163265306123,0.08163265306122448,0.02040816326530612,0.02040816326530612,0.12244897959183673,0,0.24489795918367346,0,0.02040816326530612,0.02040816326530612,0.10204081632653061,0,0.061224489795918366
text1056,sci-fi,0.056338028169014086,0.09859154929577464,0.02112676056338028,0.04225352112676056,0.014084507042253521,0.1619718309859155,0,0.14788732394366197,0.014084507042253521,0.035211267605633804,0.14788732394366197,0.14084507042253522,0.007042253521126761,0.09154929577464789
text1057,sci-fi,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.10606060606060606,0,0.22727272727272727,0.015151515151515152,0.030303030303030304,0.12121212121212122,0.15151515151515152,0.015151515151515152,0.015151515151515152
text1058,sci-fi,0.06896551724137931,0.12807881773399016,0.024630541871921183,0.019704433497536946,0.034482758620689655,0.10837438423645321,0,0.16748768472906403,0.019704433497536946,0.03940886699507389,0.09359605911330049,0.13793103448275862,0.014778325123152709,0.13793103448275862
text1059,sci-fi,0.10497237569060773,0.11049723756906077,0.027624309392265192,0.011049723756906077,0.027624309392265192,0.12154696132596685,0,0.19889502762430938,0.03867403314917127,0.0055248618784530384,0.13812154696132597,0.09944751381215469,0.016574585635359115,0.09392265193370165
text106,sci-fi,0.08187134502923976,0.07602339181286549,0.04678362573099415,0.03508771929824561,0.029239766081871343,0.1286549707602339,0,0.19883040935672514,0.029239766081871343,0.07017543859649122,0.04678362573099415,0.0935672514619883,0.029239766081871343,0.12280701754385964
text1060,sci-fi,0.020833333333333332,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.10416666666666667,0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.125,0.125,0.041666666666666664,0.125
text1061,sci-fi,0.13043478260869565,0.13043478260869565,0.08695652173913043,0,0,0.13043478260869565,0,0.2608695652173913,0,0,0.043478260869565216,0.08695652173913043,0,0.13043478260869565
text1062,sci-fi,0.06504065040650407,0.08943089430894309,0.04878048780487805,0.056910569105691054,0.024390243902439025,0.13008130081300814,0.016260162601626018,0.13821138211382114,0.008130081300813009,0.056910569105691054,0.024390243902439025,0.16260162601626016,0.008130081300813009,0.12195121951219512
text1063,sci-fi,0.03571428571428571,0.10714285714285714,0.04120879120879121,0.054945054945054944,0.027472527472527472,0.11813186813186813,0.0027472527472527475,0.1510989010989011,0.04395604395604396,0.07142857142857142,0.06868131868131869,0.11813186813186813,0.019230769230769232,0.12912087912087913
text1064,sci-fi,0.07692307692307693,0.08173076923076923,0.03365384615384615,0.04326923076923077,0.038461538461538464,0.11057692307692307,0.004807692307692308,0.15865384615384615,0.03365384615384615,0.07211538461538461,0.009615384615384616,0.1346153846153846,0.014423076923076924,0.15384615384615385
text1065,sci-fi,0.09444444444444444,0.10555555555555556,0.016666666666666666,0.022222222222222223,0.03888888888888889,0.11666666666666667,0,0.17777777777777778,0.022222222222222223,0.1,0.03888888888888889,0.09444444444444444,0.005555555555555556,0.16111111111111112
text1066,sci-fi,0.05063291139240506,0.06329113924050633,0.03164556962025317,0.03164556962025317,0.03164556962025317,0.13291139240506328,0,0.12658227848101267,0.02531645569620253,0.13924050632911392,0.012658227848101266,0.12025316455696203,0.02531645569620253,0.18354430379746836
text1067,sci-fi,0.0975609756097561,0.10975609756097561,0.006097560975609756,0.036585365853658534,0.04878048780487805,0.12804878048780488,0,0.17073170731707318,0.03048780487804878,0.03048780487804878,0.11585365853658537,0.1402439024390244,0.006097560975609756,0.07317073170731707
text1068,sci-fi,0.08530805687203792,0.07109004739336493,0.07109004739336493,0.04265402843601896,0.037914691943127965,0.13744075829383887,0,0.14691943127962084,0.018957345971563982,0.06635071090047394,0.037914691943127965,0.0947867298578199,0.014218009478672985,0.15165876777251186
text1069,sci-fi,0.08996539792387544,0.0657439446366782,0.01384083044982699,0.04844290657439446,0.02422145328719723,0.1245674740484429,0,0.17301038062283736,0.02422145328719723,0.11072664359861592,0.04152249134948097,0.11764705882352941,0.01730103806228374,0.1384083044982699
text107,sci-fi,0.07608695652173914,0.08695652173913043,0.021739130434782608,0.010869565217391304,0.021739130434782608,0.11956521739130435,0,0.15217391304347827,0.021739130434782608,0,0.1956521739130435,0.16304347826086957,0.010869565217391304,0.06521739130434782
text1070,sci-fi,0.05665024630541872,0.08866995073891626,0.05172413793103448,0.046798029556650245,0.024630541871921183,0.1206896551724138,0,0.13793103448275862,0.04433497536945813,0.09113300492610837,0.04187192118226601,0.09113300492610837,0.017241379310344827,0.16009852216748768
text1071,sci-fi,0.08835341365461848,0.06827309236947791,0.03614457831325301,0.06827309236947791,0.0321285140562249,0.10441767068273092,0.008032128514056224,0.14859437751004015,0.04819277108433735,0.0642570281124498,0.040160642570281124,0.1646586345381526,0.008032128514056224,0.10843373493975904
text1072,sci-fi,0.06521739130434782,0.07391304347826087,0.034782608695652174,0.030434782608695653,0.05217391304347826,0.11304347826086956,0,0.1608695652173913,0.034782608695652174,0.06521739130434782,0.05217391304347826,0.10434782608695652,0.004347826086956522,0.1391304347826087
text1073,sci-fi,0.05154639175257732,0.1056701030927835,0.03865979381443299,0.030927835051546393,0.023195876288659795,0.0979381443298969,0,0.13659793814432988,0.007731958762886598,0.03608247422680412,0.15721649484536082,0.16237113402061856,0.002577319587628866,0.09536082474226804
text1074,sci-fi,0.09022556390977443,0.10526315789473684,0.09022556390977443,0.03759398496240601,0.022556390977443608,0.12030075187969924,0,0.15037593984962405,0.03759398496240601,0.05263157894736842,0.05263157894736842,0.08270676691729323,0.015037593984962405,0.12781954887218044
text1075,sci-fi,0.044444444444444446,0.07111111111111111,0.057777777777777775,0.07555555555555556,0.02666666666666667,0.11555555555555555,0,0.14222222222222222,0.04,0.06222222222222222,0.08444444444444445,0.14222222222222222,0.013333333333333334,0.10222222222222223
text1076,sci-fi,0.0380952380952381,0.07301587301587302,0.05396825396825397,0.0380952380952381,0.04126984126984127,0.11746031746031746,0,0.11428571428571428,0.04126984126984127,0.09841269841269841,0.10476190476190476,0.10476190476190476,0.022222222222222223,0.14285714285714285
text1077,sci-fi,0.0891089108910891,0.09075907590759076,0.04785478547854786,0.041254125412541254,0.039603960396039604,0.1188118811881188,0,0.17326732673267325,0.026402640264026403,0.057755775577557754,0.0462046204620462,0.13696369636963696,0.01485148514851485,0.11056105610561057
text1078,sci-fi,0,0,0,0,0,0,0,0,0,0,0.35294117647058826,0.17647058823529413,0,0
text1079,sci-fi,0.09554140127388536,0.08917197452229299,0.03184713375796178,0.03184713375796178,0.044585987261146494,0.12738853503184713,0,0.17834394904458598,0.03821656050955414,0.050955414012738856,0.06369426751592357,0.08917197452229299,0.006369426751592357,0.14012738853503184
text108,sci-fi,0.05241935483870968,0.04838709677419355,0.056451612903225805,0.036290322580645164,0.036290322580645164,0.11290322580645161,0,0.14112903225806453,0.036290322580645164,0.07661290322580645,0.06854838709677419,0.12096774193548387,0.03225806451612903,0.1693548387096774
text1080,sci-fi,0.11838006230529595,0.08411214953271028,0.03426791277258567,0.04672897196261682,0.04984423676012461,0.11214953271028037,0.003115264797507788,0.17757009345794392,0.024922118380062305,0.04984423676012461,0.03426791277258567,0.12149532710280374,0.012461059190031152,0.1308411214953271
text1081,sci-fi,0.08118081180811808,0.08487084870848709,0.05166051660516605,0.08118081180811808,0.05166051660516605,0.0996309963099631,0.01107011070110701,0.1070110701107011,0.03690036900369004,0.11808118081180811,0.02214022140221402,0.0959409594095941,0.01107011070110701,0.12915129151291513
text1082,sci-fi,0.02962962962962963,0.1259259259259259,0.044444444444444446,0.07407407407407407,0.05925925925925926,0.14814814814814814,0,0.17777777777777778,0.014814814814814815,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.007407407407407408,0.11851851851851852
text1083,sci-fi,0.11428571428571428,0.12380952380952381,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.0761904761904762,0,0.13333333333333333,0.009523809523809525,0.05714285714285714,0.047619047619047616,0.14285714285714285,0.01904761904761905,0.10476190476190476
text1084,sci-fi,0.05785123966942149,0.09090909090909091,0.049586776859504134,0.03305785123966942,0.02066115702479339,0.1446280991735537,0,0.19834710743801653,0.0371900826446281,0.008264462809917356,0.08677685950413223,0.11570247933884298,0.024793388429752067,0.11983471074380166
text1085,sci-fi,0.06222222222222222,0.08,0.05333333333333334,0.04,0.04888888888888889,0.1111111111111111,0,0.18222222222222223,0.035555555555555556,0.035555555555555556,0.09777777777777778,0.10666666666666667,0.017777777777777778,0.1111111111111111
text1086,sci-fi,0.07329842931937172,0.07329842931937172,0.078534031413612565,0.03664921465968586,0.03664921465968586,0.09947643979057591,0,0.17801047120418848,0.05235602094240838,0.05759162303664921,0.08376963350785341,0.1099476439790576,0.015706806282722512,0.09947643979057591
text1087,sci-fi,0.10126582278481013,0.06329113924050633,0.0379746835443038,0.10126582278481013,0.05063291139240506,0.08860759493670886,0,0.13924050632911392,0,0.10126582278481013,0,0.16455696202531644,0.012658227848101266,0.13924050632911392
text1088,sci-fi,0.08620689655172414,0.08045977011494253,0.05747126436781609,0.017241379310344827,0.040229885057471264,0.09195402298850575,0,0.13793103448275862,0.040229885057471264,0.05172413793103448,0.08045977011494253,0.1206896551724138,0.028735632183908046,0.14367816091954022
text1089,sci-fi,0.07042253521126761,0.08450704225352113,0.02112676056338028,0.028169014084507043,0.028169014084507043,0.13380281690140844,0,0.18309859154929578,0.04225352112676056,0.04225352112676056,0.07042253521126761,0.09154929577464789,0.02112676056338028,0.15492957746478872
text109,sci-fi,0.07017543859649122,0.08771929824561403,0.04824561403508772,0.05263157894736842,0.07456140350877193,0.13157894736842105,0,0.16666666666666666,0.03070175438596491,0.07456140350877193,0.039473684210526314,0.11403508771929824,0.0043859649122807015,0.10526315789473684
text1090,sci-fi,0.05092592592592592,0.1111111111111111,0.06018518518518518,0.037037037037037035,0.027777777777777776,0.12962962962962962,0,0.13425925925925927,0.018518518518518517,0.05555555555555555,0.125,0.12037037037037036,0.004629629629629629,0.1111111111111111
text1091,sci-fi,0.07954545454545454,0.10227272727272728,0.03977272727272727,0.022727272727272728,0.056818181818181816,0.11931818181818182,0,0.19318181818181818,0.03409090909090909,0.022727272727272728,0.07386363636363637,0.13068181818181818,0.011363636363636364,0.10227272727272728
text1092,sci-fi,0.10227272727272728,0.125,0.022727272727272728,0.028409090909090908,0.03409090909090909,0.09659090909090909,0,0.2159090909090909,0.017045454545454544,0.022727272727272728,0.0625,0.125,0.017045454545454544,0.11931818181818182
text1093,sci-fi,0.10204081632653061,0.061224489795918366,0.01020408163265306,0.04081632653061224,0.05102040816326531,0.11224489795918367,0,0.20408163265306123,0.05102040816326531,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.030612244897959183,0.14285714285714285
text1094,sci-fi,0.05747126436781609,0.08045977011494253,0.06896551724137931,0.040229885057471264,0.022988505747126436,0.13793103448275862,0,0.1896551724137931,0.028735632183908046,0.07471264367816093,0.06896551724137931,0.08620689655172414,0.022988505747126436,0.1206896551724138
text1095,sci-fi,0.07142857142857142,0.11688311688311688,0.045454545454545456,0.05194805194805195,0.01948051948051948,0.12337662337662338,0,0.17532467532467533,0.03896103896103896,0.025974025974025976,0.06493506493506493,0.12987012987012986,0.025974025974025976,0.09740259740259741
text1096,sci-fi,0.08092485549132948,0.06936416184971098,0.05491329479768786,0.05491329479768786,0.031791907514450865,0.1069364161849711,0,0.13005780346820808,0.031791907514450865,0.09248554913294797,0.09826589595375723,0.09248554913294797,0.014450867052023121,0.12716763005780346
text1097,sci-fi,0.0912280701754386,0.07719298245614035,0.028070175438596492,0.03508771929824561,0.028070175438596492,0.12280701754385964,0,0.19649122807017544,0.031578947368421054,0.02456140350877193,0.08771929824561403,0.14035087719298245,0.014035087719298246,0.11578947368421053
